CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,Final_InStoreShare,Final_UE_share,Final_DD_share,Final_SD_share,TotalDeliveryOrders,TotalRevenue,TotalNetProfit,AggregatorOrders,AggregatorDependence,InStoreReliance,AggregatorRiskCategory
Chicken Dishes,25281,Top Chicken Dishes Tavern,Full-service,North Shore,1.03,45.08,1054,322,14515.76,439,183,110,19790.12,8249.64,4958.8,0.357244657352567,0.452993982331827,0.28,10,2.95,324.5,2754.53,-1785.83,-744.44,616.49,0.44,0.6,0.25,0.15,0.3055028462998102,0.41650853889943074,0.17362428842504743,0.10436432637571158,732,47514.32,840.7500000000002,622,0.5901328273244781,0.3055028462998102,Medium Risk
Chicken Dishes,25632,Classic Chicken Dishes House,Full-service,North Shore,1.03,40.05,1279,384,15379.2,537,224,134,21506.85,8971.2,5366.7,0.353959595959168,0.499846138083376,0.31,11,3.25,435.5,2248.35,-3522.95,-1469.53,349.08,0.43,0.6,0.25,0.15,0.30023455824863177,0.41985926505082094,0.1751368256450352,0.10476935105551212,895,51223.95,-2395.05,761,0.5949960906958561,0.30023455824863177,Medium Risk
Chicken Dishes,26616,Classic Chicken Dishes Kitchen,Cafe,West Auckland,1.04,36.03,822,230,8286.9,355,148,89,12790.65,5332.44,3206.67,0.26196017023176,0.404206880182028,0.29,12,3.54,315.06,2766.44,560.65,233.74,755.43,0.39,0.6,0.25,0.15,0.2798053527980535,0.4318734793187348,0.18004866180048662,0.10827250608272507,592,29616.659999999996,4316.26,503,0.6119221411192214,0.2798053527980535,Medium Risk
Chicken Dishes,25485,Classic Chicken Dishes Diner,Ghost Kitchen,South Auckland,1.05,36.15,1549,101,3651.15,869,362,217,31414.35,13086.3,7844.55,0.298081421875395,0.201828700664919,0.33,16,4.72,1024.24,1825.9,5343.26,2225.85,2898.74,0.07,0.6,0.25,0.15,0.06520335700451904,0.5610071013557134,0.23369916074887023,0.14009038089089734,1448,55996.350000000006,12293.75,1231,0.7947062621045836,0.06520335700451904,High Risk
Chicken Dishes,25526,Lucky Chicken Dishes Grill,Full-service,North Shore,1.03,39.19,864,251,9836.69,368,153,92,14421.92,5996.07,3605.48,0.381625039479695,0.452628683648072,0.29,8,2.36,217.12,1630.39,-1791.98,-745.03,380.47,0.41,0.6,0.25,0.15,0.29050925925925924,0.42592592592592593,0.17708333333333334,0.10648148148148148,613,33860.16,-526.1499999999999,521,0.6030092592592593,0.29050925925925924,Medium Risk
Chicken Dishes,25690,Urban Chicken Dishes Eatery,QSR,West Auckland,1.04,34.72,1548,329,11422.88,731,305,183,25380.32,10589.6,6353.76,0.211169311255217,0.353692920994945,0.32,9,2.66,486.78,4970.53,2922.23,1219.26,2277.98,0.27,0.6,0.25,0.15,0.21253229974160207,0.4722222222222222,0.19702842377260982,0.1182170542635659,1219,53746.56,11390.0,1036,0.6692506459948321,0.21253229974160207,Medium Risk
Chicken Dishes,25164,King Chicken Dishes Eatery,Cafe,CBD,0.99,33.91,1708,404,13699.64,782,326,196,26517.62,11054.66,6646.36,0.275084480158985,0.434299941756763,0.31,13,3.84,752.64,3981.33,-514.03,-214.29,1178.9,0.31,0.6,0.25,0.15,0.23653395784543327,0.45784543325526933,0.19086651053864168,0.11475409836065574,1304,57918.28,4431.91,1108,0.6487119437939111,0.23653395784543327,Medium Risk
Chicken Dishes,26581,Top Chicken Dishes Bistro,Full-service,South Auckland,1.05,35.77,708,175,6259.75,320,133,80,11446.4,4757.41,2861.6,0.359229356178548,0.543293463112786,0.3,13,3.84,307.2,610.18,-2318.16,-963.48,-28.26,0.33,0.6,0.25,0.15,0.24717514124293785,0.4519774011299435,0.18785310734463276,0.11299435028248588,533,25325.16,-2699.7200000000003,453,0.6398305084745762,0.24717514124293785,Medium Risk
Chicken Dishes,25410,Classic Chicken Dishes Tavern,Full-service,North Shore,1.03,38.6,1792,493,19029.8,779,325,195,30069.4,12545.0,7527.0,0.385923194221687,0.500383127992973,0.28,10,2.95,575.25,2163.57,-5000.73,-2086.31,280.52,0.38,0.6,0.25,0.15,0.27511160714285715,0.43470982142857145,0.18136160714285715,0.10881696428571429,1299,69171.2,-4642.949999999999,1104,0.6160714285714286,0.27511160714285715,Medium Risk
Chicken Dishes,25370,Urban Chicken Dishes Tavern,Cafe,West Auckland,1.04,34.22,1902,503,17212.66,839,350,210,28710.58,11977.0,7186.2,0.200822497606277,0.443855504575185,0.28,13,3.84,806.4,6116.04,2162.54,902.13,1747.01,0.36,0.6,0.25,0.15,0.2644584647739222,0.4411146161934805,0.18401682439537329,0.11041009463722397,1399,65086.44,10927.72,1189,0.6251314405888538,0.2644584647739222,Medium Risk
Chicken Dishes,25532,Urban Chicken Dishes Diner,Full-service,CBD,0.99,32.81,1776,559,18340.79,730,304,183,23951.3,9974.24,6004.23,0.366434603743255,0.460967471939512,0.3,18,5.31,971.73,3165.58,-3051.45,-1270.74,64.59,0.46,0.6,0.25,0.15,0.31475225225225223,0.41103603603603606,0.17117117117117117,0.10304054054054054,1217,58270.56,-1092.02,1034,0.5822072072072072,0.31475225225225223,Medium Risk
Chicken Dishes,26464,Urban Chicken Dishes Grill,QSR,North Shore,1.03,35.82,917,200,7164.0,430,179,108,15402.6,6411.78,3868.56,0.254136428367347,0.36182637065649,0.28,12,3.54,382.32,2751.24,1602.44,667.06,1103.35,0.28,0.6,0.25,0.15,0.21810250817884405,0.46892039258451473,0.19520174482006544,0.11777535441657579,717,32846.939999999995,6124.09,609,0.6641221374045801,0.21810250817884405,Medium Risk
Chicken Dishes,25778,Lucky Chicken Dishes Grill,Cafe,South Auckland,1.05,43.68,1907,451,19699.68,874,364,218,38176.32,15899.52,9522.24,0.247065822742879,0.448757321154699,0.3,10,2.95,643.1,5992.19,159.46,66.41,2253.35,0.31,0.6,0.25,0.15,0.23649711588883063,0.4583114840062926,0.19087572102779235,0.11431567907708443,1456,83297.76000000001,8471.41,1238,0.649187205034085,0.23649711588883063,Medium Risk
Chicken Dishes,25899,Lucky Chicken Dishes Kitchen,QSR,South Auckland,1.05,42.28,577,122,5158.16,273,114,68,11542.44,4819.92,2875.04,0.215359400771558,0.375734021747485,0.29,6,1.77,120.36,2109.21,1372.47,573.12,1055.26,0.27,0.6,0.25,0.15,0.21143847487001732,0.4731369150779896,0.1975736568457539,0.11785095320623917,455,24395.559999999998,5110.06,387,0.6707105719237435,0.21143847487001732,Medium Risk
Chicken Dishes,25051,Top Chicken Dishes Kitchen,QSR,South Auckland,1.05,36.53,1539,317,11580.01,733,306,183,26776.49,11178.18,6684.99,0.265349924974144,0.408302287640981,0.32,11,3.25,594.75,3779.11,169.97,70.96,1586.88,0.26,0.6,0.25,0.15,0.20597790773229369,0.4762833008447043,0.19883040935672514,0.1189083820662768,1222,56219.67,5606.92,1039,0.6751137102014295,0.20597790773229369,Medium Risk
Chicken Dishes,26508,Lucky Chicken Dishes Corner,Cafe,North Shore,1.03,31.08,1351,335,10411.8,610,254,152,18958.8,7894.32,4724.16,0.226666594538838,0.354756896616891,0.32,6,1.77,269.04,4358.13,1868.89,778.19,1708.38,0.33,0.6,0.25,0.15,0.24796447076239822,0.4515173945225759,0.18800888230940044,0.11250925240562547,1016,41989.08,8713.59,864,0.6395262768319763,0.24796447076239822,Medium Risk
Chicken Dishes,26146,Lucky Chicken Dishes Grill,Cafe,West Auckland,1.04,32.19,1034,306,9850.14,437,182,109,14067.03,5858.58,3508.71,0.232472664527595,0.365741711459123,0.27,16,4.72,514.48,3957.64,1853.83,772.08,895.27,0.42,0.6,0.25,0.15,0.29593810444874274,0.42263056092843326,0.1760154738878143,0.10541586073500966,728,33284.46,7478.82,619,0.5986460348162476,0.29593810444874274,Medium Risk
Chicken Dishes,26267,Top Chicken Dishes Kitchen,Full-service,South Auckland,1.05,34.82,1242,361,12570.02,529,220,132,18419.78,7660.4,4596.24,0.38730479341466,0.520932093821466,0.31,12,3.54,467.28,1153.46,-4019.88,-1671.78,-45.51,0.41,0.6,0.25,0.15,0.29066022544283415,0.42592592592592593,0.17713365539452497,0.10628019323671498,881,43246.439999999995,-4583.71,749,0.6030595813204509,0.29066022544283415,Medium Risk
Chicken Dishes,25176,King Chicken Dishes Corner,Full-service,North Shore,1.03,36.42,884,270,9833.4,368,154,92,13402.56,5608.68,3350.64,0.390852915146388,0.547322647483088,0.32,8,2.36,217.12,607.94,-3460.21,-1448.02,-9.97,0.44,0.6,0.25,0.15,0.3054298642533937,0.416289592760181,0.17420814479638008,0.10407239819004525,614,32195.28,-4310.26,522,0.5904977375565611,0.3054298642533937,Medium Risk
Chicken Dishes,26512,Lucky Chicken Dishes Bistro,Ghost Kitchen,North Shore,1.03,31.45,528,20,629.0,305,127,76,9592.25,3994.15,2390.2,0.2813045074814,0.336554414918646,0.31,10,2.95,224.2,240.37,692.0,288.14,689.19,0.04,0.6,0.25,0.15,0.03787878787878788,0.5776515151515151,0.24053030303030304,0.14393939393939395,508,16605.6,1909.7,432,0.8181818181818182,0.03787878787878788,High Risk
Chicken Dishes,26513,Lucky Chicken Dishes Bistro,Full-service,CBD,0.99,40.96,1045,324,13271.04,433,180,108,17735.68,7372.8,4423.68,0.352179892244749,0.497592388815247,0.32,6,1.77,191.16,1993.68,-3011.03,-1251.7,473.4,0.45,0.6,0.25,0.15,0.31004784688995213,0.4143540669856459,0.1722488038277512,0.10334928229665072,721,42803.200000000004,-1795.65,613,0.5866028708133971,0.31004784688995213,Medium Risk
Chicken Dishes,25543,Classic Chicken Dishes Eatery,Full-service,South Auckland,1.05,44.93,1141,314,14108.02,496,207,124,22285.28,9300.51,5571.32,0.351122852961998,0.460182573297061,0.33,5,1.48,183.52,2662.11,-3149.03,-1314.21,867.76,0.38,0.6,0.25,0.15,0.2751971954425942,0.43470639789658194,0.18141980718667836,0.10867659947414549,827,51265.130000000005,-933.3700000000001,703,0.6161262050832603,0.2751971954425942,Medium Risk
Chicken Dishes,25545,Lucky Chicken Dishes Eatery,Full-service,West Auckland,1.04,42.07,851,211,8876.77,384,160,96,16154.88,6731.2,4038.72,0.363002442847937,0.472114739613608,0.3,17,5.02,481.92,1463.63,-2182.8,-909.5,184.0,0.33,0.6,0.25,0.15,0.24794359576968272,0.4512338425381904,0.18801410105757932,0.1128084606345476,640,35801.57,-1444.67,544,0.6392479435957696,0.24794359576968272,Medium Risk
Chicken Dishes,25909,Top Chicken Dishes Tavern,Full-service,South Auckland,1.05,38.01,828,223,8476.23,363,151,91,13797.63,5739.51,3458.91,0.356276580388658,0.51907343599014,0.3,15,4.43,403.13,1056.56,-2419.41,-1006.42,28.02,0.37,0.6,0.25,0.15,0.2693236714975845,0.4384057971014493,0.1823671497584541,0.10990338164251208,605,31472.280000000002,-2341.25,514,0.6207729468599034,0.2693236714975845,Medium Risk
Chicken Dishes,25992,Classic Chicken Dishes Corner,QSR,CBD,0.99,37.15,903,197,7318.55,424,176,106,15751.6,6538.4,3937.9,0.275219822190702,0.385960437194444,0.28,10,2.95,312.7,2479.67,926.51,384.59,1021.54,0.28,0.6,0.25,0.15,0.21816168327796234,0.4695459579180509,0.19490586932447398,0.11738648947951273,706,33546.450000000004,4812.31,600,0.6644518272425249,0.21816168327796234,Medium Risk
Chicken Dishes,26397,Urban Chicken Dishes Diner,Full-service,South Auckland,1.05,44.41,1117,295,13100.95,493,206,123,21894.13,9148.46,5462.43,0.373765610810369,0.488650142215192,0.32,11,3.25,399.75,1802.48,-3993.83,-1668.82,351.79,0.36,0.6,0.25,0.15,0.26410026857654434,0.44136078782453,0.18442256042972247,0.11011638316920322,822,49605.97,-3508.38,699,0.6257833482542524,0.26410026857654434,Medium Risk
Chicken Dishes,25994,Classic Chicken Dishes House,Cafe,North Shore,1.03,38.81,1208,306,11875.86,541,226,135,20996.21,8771.06,5239.35,0.279093513116241,0.403864918788895,0.33,7,2.07,279.45,3765.14,-272.08,-113.66,1381.64,0.34,0.6,0.25,0.15,0.2533112582781457,0.4478476821192053,0.1870860927152318,0.11175496688741722,902,46882.479999999996,4761.04,767,0.6349337748344371,0.2533112582781457,Medium Risk
Chicken Dishes,26035,Top Chicken Dishes Corner,Full-service,West Auckland,1.04,46.7,1772,497,23209.9,765,319,191,35725.5,14897.3,8919.7,0.371603379561566,0.546367139532231,0.3,10,2.95,563.45,1903.9,-7787.11,-3247.17,168.23,0.39,0.6,0.25,0.15,0.28047404063205417,0.4317155756207675,0.18002257336343114,0.10778781038374718,1275,82752.4,-8962.15,1084,0.6117381489841986,0.28047404063205417,Medium Risk
Chicken Dishes,26157,Lucky Chicken Dishes Cafe,QSR,West Auckland,1.04,40.3,1585,327,13178.1,755,314,189,30426.5,12654.2,7616.7,0.23987269192934,0.437369135953486,0.3,3,0.89,168.21,4253.34,692.45,287.99,2290.14,0.26,0.6,0.25,0.15,0.20630914826498423,0.47634069400630913,0.19810725552050473,0.1192429022082019,1258,63875.5,7523.92,1069,0.6744479495268139,0.20630914826498423,Medium Risk
Chicken Dishes,25511,Classic Chicken Dishes Cafe,Cafe,West Auckland,1.04,41.47,778,179,7423.13,359,150,90,14887.73,6220.5,3732.3,0.206451105829328,0.418182221613824,0.28,10,2.95,265.5,2786.4,1419.79,593.23,1135.48,0.3,0.6,0.25,0.15,0.2300771208226221,0.461439588688946,0.1928020565552699,0.11568123393316196,599,32263.66,5934.9,509,0.6542416452442159,0.2300771208226221,Medium Risk
Chicken Dishes,25552,Classic Chicken Dishes Kitchen,QSR,West Auckland,1.04,37.01,858,160,5921.6,419,174,105,15507.19,6439.74,3886.05,0.262482558079064,0.391402517212555,0.32,11,3.25,341.25,2049.55,404.97,168.17,1003.77,0.23,0.6,0.25,0.15,0.1864801864801865,0.48834498834498835,0.20279720279720279,0.12237762237762238,698,31754.579999999998,3626.4600000000005,593,0.6911421911421911,0.1864801864801865,Medium Risk
Chicken Dishes,26403,Classic Chicken Dishes Eatery,QSR,South Auckland,1.05,39.74,1090,231,9179.94,515,215,129,20466.1,8544.1,5126.46,0.236420505195856,0.442328492319211,0.3,10,2.95,380.55,2949.06,434.93,181.57,1266.33,0.27,0.6,0.25,0.15,0.21192660550458717,0.4724770642201835,0.19724770642201836,0.11834862385321102,859,43316.6,4831.889999999999,730,0.6697247706422018,0.21192660550458717,Medium Risk
Chicken Dishes,25636,King Chicken Dishes Grill,QSR,South Auckland,1.05,41.3,860,193,7970.9,400,167,100,16520.0,6897.1,4130.0,0.216888165101409,0.41051693004556,0.3,7,2.07,207.0,2969.92,1199.27,500.69,1331.82,0.29,0.6,0.25,0.15,0.22441860465116278,0.46511627906976744,0.1941860465116279,0.11627906976744186,667,35518.0,6001.7,567,0.6593023255813953,0.22441860465116278,Medium Risk
Chicken Dishes,26526,King Chicken Dishes Eatery,QSR,South Auckland,1.05,47.14,1669,365,17206.1,782,326,196,36863.48,15367.64,9239.44,0.205915519483387,0.41907460920047,0.32,9,2.66,521.36,6452.46,2027.86,845.37,2943.52,0.28,0.6,0.25,0.15,0.21869382863990414,0.46854403834631514,0.19532654284002396,0.11743559017375674,1304,78676.66,12269.210000000001,1108,0.6638705811863391,0.21869382863990414,Medium Risk
Chicken Dishes,26002,Top Chicken Dishes Bistro,Cafe,North Shore,1.03,37.74,574,161,6076.14,248,103,62,9359.52,3887.22,2339.88,0.265319737531245,0.413660392141901,0.31,17,5.02,311.24,1950.56,103.14,42.84,439.91,0.39,0.6,0.25,0.15,0.2804878048780488,0.43205574912891986,0.1794425087108014,0.10801393728222997,413,21662.760000000002,2536.45,351,0.6114982578397212,0.2804878048780488,Medium Risk
Chicken Dishes,26407,Urban Chicken Dishes Eatery,Cafe,West Auckland,1.04,42.96,729,201,8634.96,317,132,79,13618.32,5670.72,3393.84,0.217929768580943,0.430856885272078,0.29,17,5.02,396.58,3032.71,833.62,347.12,795.38,0.38,0.6,0.25,0.15,0.2757201646090535,0.4348422496570645,0.18106995884773663,0.1083676268861454,528,31317.84,5008.83,449,0.6159122085048011,0.2757201646090535,Medium Risk
Chicken Dishes,26650,Urban Chicken Dishes Grill,QSR,CBD,0.99,44.38,972,200,8876.0,463,193,116,20547.94,8565.34,5148.08,0.261481612157077,0.361943576228805,0.3,6,1.77,205.32,3342.48,1573.45,655.89,1733.32,0.26,0.6,0.25,0.15,0.205761316872428,0.4763374485596708,0.19855967078189302,0.11934156378600823,772,43137.36,7305.14,656,0.6748971193415638,0.205761316872428,Medium Risk
Chicken Dishes,25195,Classic Chicken Dishes Tavern,Ghost Kitchen,West Auckland,1.04,45.12,1002,38,1714.56,578,241,145,26079.36,10873.92,6542.4,0.277063583978452,0.22255689316662,0.31,15,4.43,642.35,857.93,4964.98,2070.17,2631.33,0.04,0.6,0.25,0.15,0.03792415169660679,0.5768463073852296,0.2405189620758483,0.14471057884231536,964,45210.240000000005,10524.41,819,0.8173652694610778,0.03792415169660679,High Risk
Chicken Dishes,25075,Lucky Chicken Dishes Corner,Cafe,West Auckland,1.04,43.83,1005,260,11395.8,447,186,112,19592.01,8152.38,4908.96,0.254103430975229,0.431581871630624,0.27,8,2.36,264.32,3581.87,868.21,361.27,1278.64,0.35,0.6,0.25,0.15,0.25870646766169153,0.44477611940298506,0.18507462686567164,0.11144278606965174,745,44049.149999999994,6089.990000000001,633,0.6298507462686567,0.25870646766169153,Medium Risk
Chicken Dishes,25197,Lucky Chicken Dishes Diner,Cafe,West Auckland,1.04,46.02,984,291,13391.82,416,173,104,19144.32,7961.46,4786.08,0.220303283929825,0.406533859437332,0.29,10,2.95,306.8,4997.33,1592.1,662.1,1479.19,0.42,0.6,0.25,0.15,0.29573170731707316,0.42276422764227645,0.1758130081300813,0.10569105691056911,693,45283.68,8730.720000000001,589,0.5985772357723578,0.29573170731707316,Medium Risk
Chicken Dishes,25158,Urban Chicken Dishes Diner,QSR,CBD,0.99,42.41,538,111,4707.51,256,107,64,10856.96,4537.87,2714.24,0.205707859862596,0.422846574056894,0.29,17,5.02,321.28,1748.58,884.25,369.59,686.91,0.26,0.6,0.25,0.15,0.20631970260223048,0.4758364312267658,0.19888475836431227,0.11895910780669144,427,22816.58,3689.33,363,0.6747211895910781,0.20631970260223048,Medium Risk
Chicken Dishes,25607,Top Chicken Dishes Bistro,QSR,South Auckland,1.05,35.09,1951,390,13685.1,937,390,234,32879.33,13685.1,8211.06,0.213525548540056,0.382258386537433,0.31,9,2.66,622.44,5531.74,3097.76,1289.36,2696.6,0.25,0.6,0.25,0.15,0.1998974884674526,0.48026652998462327,0.1998974884674526,0.11993849308047155,1561,68460.59,12615.460000000001,1327,0.6801640184520759,0.1998974884674526,Medium Risk
Chicken Dishes,25928,Lucky Chicken Dishes Diner,Cafe,North Shore,1.03,32.62,1331,352,11482.24,587,245,147,19147.94,7991.9,4795.14,0.255863533467054,0.374861979205161,0.28,13,3.84,564.48,4240.1,1709.42,713.47,1206.24,0.36,0.6,0.25,0.15,0.2644628099173554,0.44102178812922616,0.18407212622088656,0.11044327573253193,979,43417.22,7869.2300000000005,832,0.6250939143501127,0.2644628099173554,Medium Risk
Chicken Dishes,25081,Lucky Chicken Dishes Bistro,QSR,South Auckland,1.05,44.48,1028,218,9696.64,486,202,122,21617.28,8984.96,5426.56,0.217780247461051,0.429491965961643,0.32,16,4.72,575.84,3420.27,707.49,294.06,1338.26,0.27,0.6,0.25,0.15,0.21206225680933852,0.4727626459143969,0.19649805447470817,0.11867704280155641,810,45725.439999999995,5760.080000000001,688,0.669260700389105,0.21206225680933852,Medium Risk
Chicken Dishes,25445,Top Chicken Dishes Eatery,Full-service,North Shore,1.03,44.76,1663,403,18038.28,756,315,189,33838.56,14099.4,8459.64,0.385186138481367,0.481903146370314,0.33,16,4.72,892.08,2397.48,-6669.22,-2778.84,232.3,0.32,0.6,0.25,0.15,0.2423331328923632,0.4546001202645821,0.1894167167769092,0.11365003006614552,1260,74435.87999999999,-6818.28,1071,0.6440168370414913,0.2423331328923632,Medium Risk
Chicken Dishes,25367,Urban Chicken Dishes Tavern,QSR,West Auckland,1.04,35.22,1993,448,15778.56,927,386,232,32648.94,13594.92,8171.04,0.249436927586794,0.424369999393821,0.32,11,3.25,754.0,5146.86,202.2,84.19,1911.34,0.29,0.6,0.25,0.15,0.22478675363773207,0.4651279478173608,0.19367787255393878,0.11640742599096839,1545,70193.45999999999,7344.589999999999,1313,0.6588058203712995,0.22478675363773207,Medium Risk
Chicken Dishes,26539,Urban Chicken Dishes Diner,Ghost Kitchen,North Shore,1.03,34.09,700,20,681.8,408,170,102,13908.72,5795.3,3477.18,0.290788418869488,0.280518082971685,0.32,15,4.43,451.86,292.28,1511.79,629.91,1038.78,0.03,0.6,0.25,0.15,0.02857142857142857,0.5828571428571429,0.24285714285714285,0.1457142857142857,680,23863.0,3472.76,578,0.8257142857142857,0.02857142857142857,High Risk
Chicken Dishes,25165,King Chicken Dishes Bistro,Cafe,West Auckland,1.04,35.01,1272,315,11028.15,574,239,144,20095.74,8367.39,5041.44,0.245988546796143,0.3992873826297,0.32,13,3.84,552.96,3911.95,697.81,290.55,1235.36,0.33,0.6,0.25,0.15,0.24764150943396226,0.45125786163522014,0.1878930817610063,0.11320754716981132,957,44532.72,6135.67,813,0.6391509433962265,0.24764150943396226,Medium Risk
Chicken Dishes,25085,Urban Chicken Dishes Bistro,QSR,West Auckland,1.04,42.01,1073,186,7813.86,532,222,133,22349.32,9326.22,5587.33,0.212877042852342,0.391266911453567,0.29,18,5.31,706.23,3093.16,2365.81,987.24,1505.55,0.21,0.6,0.25,0.15,0.1733457595526561,0.4958061509785648,0.20689655172413793,0.1239515377446412,887,45076.73,7951.759999999999,754,0.7027027027027027,0.1733457595526561,High Risk
Chicken Dishes,25167,Classic Chicken Dishes Kitchen,Full-service,North Shore,1.03,43.09,759,184,7928.56,345,144,86,14866.05,6204.96,3705.74,0.35448792935349,0.494046525796875,0.32,12,3.54,304.44,1200.9,-2505.44,-1045.75,256.85,0.32,0.6,0.25,0.15,0.24242424242424243,0.45454545454545453,0.18972332015810275,0.11330698287220026,575,32705.309999999998,-2093.44,489,0.6442687747035574,0.24242424242424243,Medium Risk
Chicken Dishes,26179,King Chicken Dishes Bistro,QSR,CBD,0.99,31.41,795,183,5748.03,367,153,92,11527.47,4805.73,2889.72,0.259624825064093,0.393279615207575,0.32,7,2.07,190.44,1995.12,312.34,130.21,812.57,0.3,0.6,0.25,0.15,0.23018867924528302,0.46163522012578617,0.19245283018867926,0.11572327044025157,612,24970.95,3250.2400000000002,520,0.6540880503144654,0.23018867924528302,Medium Risk
Chicken Dishes,25776,King Chicken Dishes Eatery,QSR,North Shore,1.03,37.2,1258,226,8407.2,619,258,155,23026.8,9597.6,5766.0,0.213880963716656,0.395282943965867,0.27,11,3.25,503.75,3285.84,2782.47,1159.74,1749.81,0.22,0.6,0.25,0.15,0.17965023847376788,0.49205087440381556,0.20508744038155802,0.1232114467408585,1032,46797.6,8977.859999999999,877,0.6971383147853736,0.17965023847376788,Medium Risk
Chicken Dishes,25171,King Chicken Dishes House,Full-service,CBD,0.99,33.41,1672,469,15669.29,722,301,180,24122.02,10056.41,6013.8,0.370620962081011,0.480717744282447,0.32,13,3.84,691.2,2329.42,-4133.04,-1723.05,202.82,0.39,0.6,0.25,0.15,0.2805023923444976,0.4318181818181818,0.18002392344497609,0.1076555023923445,1203,55861.520000000004,-3323.85,1023,0.6118421052631579,0.2805023923444976,Medium Risk
Chicken Dishes,25333,Urban Chicken Dishes Kitchen,Full-service,South Auckland,1.05,44.8,858,236,10572.8,373,156,93,16710.4,6988.8,4166.4,0.3708173648105,0.458023537439294,0.32,18,5.31,493.83,1809.63,-2487.19,-1040.22,219.29,0.38,0.6,0.25,0.15,0.27505827505827507,0.4347319347319347,0.18181818181818182,0.10839160839160839,622,38438.4,-1498.49,529,0.6165501165501166,0.27505827505827507,Medium Risk
Chicken Dishes,25212,King Chicken Dishes Bistro,QSR,North Shore,1.03,42.99,1568,293,12596.07,765,319,191,32887.35,13713.81,8211.09,0.258225029017776,0.397926656459458,0.31,9,2.66,508.06,4331.14,1113.18,464.19,2315.31,0.23,0.6,0.25,0.15,0.1868622448979592,0.48788265306122447,0.20344387755102042,0.12181122448979592,1275,67408.31999999999,8223.82,1084,0.6913265306122449,0.1868622448979592,Medium Risk
Chicken Dishes,25456,Lucky Chicken Dishes Diner,Ghost Kitchen,CBD,0.99,39.07,731,66,2578.62,399,166,100,15588.93,6485.62,3907.0,0.298259165755007,0.260742055915762,0.31,13,3.84,384.0,1137.17,2042.13,849.61,1338.98,0.1,0.6,0.25,0.15,0.09028727770177838,0.5458276333789329,0.2270861833105335,0.13679890560875513,665,28560.17,5367.89,565,0.7729138166894665,0.09028727770177838,High Risk
Chicken Dishes,25256,Top Chicken Dishes House,Full-service,West Auckland,1.04,35.63,1171,334,11900.42,502,209,126,17886.26,7446.67,4489.38,0.388174420711584,0.47237464452628,0.3,10,2.95,371.7,1659.52,-2871.62,-1195.56,254.35,0.4,0.6,0.25,0.15,0.2852263023057216,0.4286934244235696,0.1784799316823228,0.107600341588386,837,41722.729999999996,-2153.31,711,0.6071733561058924,0.2852263023057216,Medium Risk
Chicken Dishes,25215,Top Chicken Dishes Eatery,QSR,West Auckland,1.04,46.68,1998,461,21519.48,922,384,231,43038.96,17925.12,10783.08,0.204193348046392,0.439557751268148,0.3,8,2.36,545.16,7666.29,2420.89,1008.27,3296.3,0.3,0.6,0.25,0.15,0.23073073073073072,0.46146146146146144,0.1921921921921922,0.11561561561561562,1537,93266.64,14391.75,1306,0.6536536536536537,0.23073073073073072,Medium Risk
Chicken Dishes,26066,Classic Chicken Dishes Cafe,Full-service,North Shore,1.03,36.88,2016,488,17997.44,917,382,229,33818.96,14088.16,8445.52,0.364424720557872,0.490821451018564,0.32,6,1.77,405.33,2605.2,-5926.64,-2468.9,817.19,0.32,0.6,0.25,0.15,0.24206349206349206,0.4548611111111111,0.18948412698412698,0.11359126984126984,1528,74350.08,-4973.15,1299,0.6443452380952381,0.24206349206349206,Medium Risk
Chicken Dishes,25340,Lucky Chicken Dishes Eatery,Ghost Kitchen,North Shore,1.03,37.17,1603,90,3345.3,908,378,227,33750.36,14050.26,8437.59,0.286825301346835,0.303219975659158,0.28,12,3.54,803.58,1371.42,4386.02,1825.9,2655.45,0.06,0.6,0.25,0.15,0.056144728633811605,0.5664379288833438,0.23580786026200873,0.14160948222083594,1513,59583.51000000001,10238.79,1286,0.8022457891453525,0.056144728633811605,High Risk
Chicken Dishes,26068,Classic Chicken Dishes Diner,QSR,South Auckland,1.05,34.06,680,113,3848.78,340,142,85,11580.4,4836.52,2895.1,0.230005491450429,0.352446301886812,0.33,14,4.13,351.05,1607.05,1013.84,423.43,857.79,0.2,0.6,0.25,0.15,0.1661764705882353,0.5,0.2088235294117647,0.125,567,23160.8,3902.1099999999997,482,0.7088235294117647,0.1661764705882353,High Risk
Chicken Dishes,25828,Top Chicken Dishes House,QSR,West Auckland,1.04,39.41,1595,308,12138.28,772,322,193,30424.52,12690.02,7606.13,0.214307933114469,0.385674491571262,0.27,17,5.02,968.86,4855.53,3955.72,1649.93,2073.73,0.24,0.6,0.25,0.15,0.19310344827586207,0.48401253918495296,0.20188087774294672,0.12100313479623824,1287,62858.950000000004,12534.91,1094,0.6858934169278997,0.19310344827586207,Medium Risk
